Generated by http://statistics.gov.scot,2024-09-09T17:52:02+00:00,,
http://statistics.gov.scot/id/statistical-geography/S01011856,Auchterarder - 05,3.3,4.11
http://statistics.gov.scot/id/statistical-geography/S01009443,Auchterderran Landward and Cluny,3.08,5.13
http://statistics.gov.scot/id/statistical-geography/S01007013,Auchterless and Monquhitter - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007014,Auchterless and Monquhitter - 02,0.58,0
http://statistics.gov.scot/id/statistical-geography/S01007015,Auchterless and Monquhitter - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01007016,Auchterless and Monquhitter - 04,0.05,0.06
http://statistics.gov.scot/id/statistical-geography/S01009673,Auchtermuchty East,9.24,14.51
http://statistics.gov.scot/id/statistical-geography/S01009672,Auchtermuchty West,1.27,1.65
http://statistics.gov.scot/id/statistical-geography/S01009457,Auchtertool,2.8,2.8
http://statistics.gov.scot/id/statistical-geography/S01012487,"Ayr North Harbour, Wallacetown and Newton South - 01",43.53,40.48
http://statistics.gov.scot/id/statistical-geography/S01012488,"Ayr North Harbour, Wallacetown and Newton South - 02",32.68,30.44
http://statistics.gov.scot/id/statistical-geography/S01012489,"Ayr North Harbour, Wallacetown and Newton South - 03",36.61,40.97
http://statistics.gov.scot/id/statistical-geography/S01012490,"Ayr North Harbour, Wallacetown and Newton South - 04",34.29,33.79
http://statistics.gov.scot/id/statistical-geography/S01012491,"Ayr North Harbour, Wallacetown and Newton South - 05",30.16,31.15
http://statistics.gov.scot/id/statistical-geography/S01012492,"Ayr North Harbour, Wallacetown and Newton South - 06",21.08,17.42
http://statistics.gov.scot/id/statistical-geography/S01012480,Ayr South Harbour and Town Centre - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01012481,Ayr South Harbour and Town Centre - 02,50.34,45.06
http://statistics.gov.scot/id/statistical-geography/S01012482,Ayr South Harbour and Town Centre - 03,55.39,58.2
http://statistics.gov.scot/id/statistical-geography/S01012483,Ayr South Harbour and Town Centre - 04,62.86,52.89
http://statistics.gov.scot/id/statistical-geography/S01012484,Ayr South Harbour and Town Centre - 05,27.01,27.31
http://statistics.gov.scot/id/statistical-geography/S01012485,Ayr South Harbour and Town Centre - 06,14.15,9.67
http://statistics.gov.scot/id/statistical-geography/S01012486,Ayr South Harbour and Town Centre - 07,5.46,9.52
http://statistics.gov.scot/id/statistical-geography/S01012309,Ayton,8.49,11.13
http://statistics.gov.scot/id/statistical-geography/S01008433,Baberton and Juniper Green - 01,10.75,8.17
http://statistics.gov.scot/id/statistical-geography/S01008434,Baberton and Juniper Green - 02,14.27,11.6
http://statistics.gov.scot/id/statistical-geography/S01008435,Baberton and Juniper Green - 03,13.55,11.72
http://statistics.gov.scot/id/statistical-geography/S01008436,Baberton and Juniper Green - 04,40.13,40.02
http://statistics.gov.scot/id/statistical-geography/S01008437,Baberton and Juniper Green - 05,37.63,36.78
http://statistics.gov.scot/id/statistical-geography/S01010536,Badenoch and Strathspey Central - 01,6.25,8.67
http://statistics.gov.scot/id/statistical-geography/S01010537,Badenoch and Strathspey Central - 02,9.43,12.25
http://statistics.gov.scot/id/statistical-geography/S01010538,Badenoch and Strathspey Central - 03,2.58,3.39
http://statistics.gov.scot/id/statistical-geography/S01010539,Badenoch and Strathspey Central - 04,1.16,1.17
http://statistics.gov.scot/id/statistical-geography/S01010540,Badenoch and Strathspey Central - 05,2.18,2.8
http://statistics.gov.scot/id/statistical-geography/S01010541,Badenoch and Strathspey Central - 06,0.87,0.93
http://statistics.gov.scot/id/statistical-geography/S01010542,Badenoch and Strathspey North - 01,0.66,0.81
http://statistics.gov.scot/id/statistical-geography/S01010543,Badenoch and Strathspey North - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01010544,Badenoch and Strathspey North - 03,0.53,0.56
http://statistics.gov.scot/id/statistical-geography/S01010545,Badenoch and Strathspey North - 04,1.27,1.75
http://statistics.gov.scot/id/statistical-geography/S01010546,Badenoch and Strathspey North - 05,7.32,9.23
http://statistics.gov.scot/id/statistical-geography/S01010547,Badenoch and Strathspey North - 06,0.17,0.47
http://statistics.gov.scot/id/statistical-geography/S01010531,Badenoch and Strathspey South - 01,0.54,1.28
http://statistics.gov.scot/id/statistical-geography/S01010532,Badenoch and Strathspey South - 02,0,0.06
http://statistics.gov.scot/id/statistical-geography/S01010533,Badenoch and Strathspey South - 03,0.76,2.4
http://statistics.gov.scot/id/statistical-geography/S01010534,Badenoch and Strathspey South - 04,0.61,1.73
http://statistics.gov.scot/id/statistical-geography/S01010535,Badenoch and Strathspey South - 05,0.23,0.95
http://statistics.gov.scot/id/statistical-geography/S01010088,Baillieston East - 01,8.24,7.7
http://statistics.gov.scot/id/statistical-geography/S01010089,Baillieston East - 02,10.27,10.59
http://statistics.gov.scot/id/statistical-geography/S01010090,Baillieston East - 03,8.05,8.29
http://statistics.gov.scot/id/statistical-geography/S01010091,Baillieston East - 04,10.83,10.56
http://statistics.gov.scot/id/statistical-geography/S01010092,Baillieston East - 05,34.97,33.19
http://statistics.gov.scot/id/statistical-geography/S01010093,Baillieston East - 06,15.03,14.91
http://statistics.gov.scot/id/statistical-geography/S01010083,Baillieston West - 01,18.65,17.57
http://statistics.gov.scot/id/statistical-geography/S01010084,Baillieston West - 02,26.51,25.09
http://statistics.gov.scot/id/statistical-geography/S01010085,Baillieston West - 03,16.89,16.38
http://statistics.gov.scot/id/statistical-geography/S01010086,Baillieston West - 04,36.4,34.26
http://statistics.gov.scot/id/statistical-geography/S01010087,Baillieston West - 05,12.27,11.15
http://statistics.gov.scot/id/statistical-geography/S01009298,Balbridgeburn North,12.49,27.16
http://statistics.gov.scot/id/statistical-geography/S01009300,Balbridgeburn South,7.79,9.46
http://statistics.gov.scot/id/statistical-geography/S01008417,Balerno and Bonnington Village - 01,3.3,5.04
http://statistics.gov.scot/id/statistical-geography/S01008418,Balerno and Bonnington Village - 02,9.58,13.35
http://statistics.gov.scot/id/statistical-geography/S01008419,Balerno and Bonnington Village - 03,5.48,1.87
http://statistics.gov.scot/id/statistical-geography/S01008420,Balerno and Bonnington Village - 04,12.49,8.54
http://statistics.gov.scot/id/statistical-geography/S01008421,Balerno and Bonnington Village - 05,15.53,12.37
http://statistics.gov.scot/id/statistical-geography/S01008422,Balerno and Bonnington Village - 06,6.14,10.65
http://statistics.gov.scot/id/statistical-geography/S01008423,Balerno and Bonnington Village - 07,4.66,5.53
http://statistics.gov.scot/id/statistical-geography/S01008424,Balerno and Bonnington Village - 08,8.04,7.9
http://statistics.gov.scot/id/statistical-geography/S01009605,Balfarg,15.67,27.83
http://statistics.gov.scot/id/statistical-geography/S01009604,Balfarg South,21.52,39.45
http://statistics.gov.scot/id/statistical-geography/S01013009,Balfron and Drymen - 01,0.91,1.08
http://statistics.gov.scot/id/statistical-geography/S01013010,Balfron and Drymen - 02,0.83,1.01
http://statistics.gov.scot/id/statistical-geography/S01013011,Balfron and Drymen - 03,0.93,2.34
http://statistics.gov.scot/id/statistical-geography/S01013012,Balfron and Drymen - 04,3.48,8.79
http://statistics.gov.scot/id/statistical-geography/S01013013,Balfron and Drymen - 05,1.55,4.25
http://statistics.gov.scot/id/statistical-geography/S01013014,Balfron and Drymen - 06,1.05,2.45
http://statistics.gov.scot/id/statistical-geography/S01007834,Balgay - 01,50.18,22.85
http://statistics.gov.scot/id/statistical-geography/S01007835,Balgay - 02,60.36,34.97
http://statistics.gov.scot/id/statistical-geography/S01007836,Balgay - 03,23.56,13.47
http://statistics.gov.scot/id/statistical-geography/S01007837,Balgay - 04,19.8,11.19
http://statistics.gov.scot/id/statistical-geography/S01007838,Balgay - 05,33.26,15.54
http://statistics.gov.scot/id/statistical-geography/S01009593,Balgeddie North,1.68,4.01
http://statistics.gov.scot/id/statistical-geography/S01009591,Balgeddie South,5.13,8.76
http://statistics.gov.scot/id/statistical-geography/S01006781,Balgownie and Donmouth East - 01,12.99,14.81
http://statistics.gov.scot/id/statistical-geography/S01006782,Balgownie and Donmouth East - 02,39.99,52.18
http://statistics.gov.scot/id/statistical-geography/S01006783,Balgownie and Donmouth East - 03,26.92,32.49
http://statistics.gov.scot/id/statistical-geography/S01006784,Balgownie and Donmouth East - 04,53.47,58.29
http://statistics.gov.scot/id/statistical-geography/S01006775,Balgownie and Donmouth West - 01,7.57,7.45
http://statistics.gov.scot/id/statistical-geography/S01006776,Balgownie and Donmouth West - 02,20.63,17.16
http://statistics.gov.scot/id/statistical-geography/S01006777,Balgownie and Donmouth West - 03,15.42,13.32
http://statistics.gov.scot/id/statistical-geography/S01006778,Balgownie and Donmouth West - 04,20.82,17.33
http://statistics.gov.scot/id/statistical-geography/S01006779,Balgownie and Donmouth West - 05,20.23,22.52
http://statistics.gov.scot/id/statistical-geography/S01006780,Balgownie and Donmouth West - 06,18.69,22.2
http://statistics.gov.scot/id/statistical-geography/S01008875,Balgreen and Roseburn - 01,57.76,59.81
http://statistics.gov.scot/id/statistical-geography/S01008876,Balgreen and Roseburn - 02,57.67,63.06
http://statistics.gov.scot/id/statistical-geography/S01008877,Balgreen and Roseburn - 03,83.17,92.56
http://statistics.gov.scot/id/statistical-geography/S01008878,Balgreen and Roseburn - 04,29.94,31.95
http://statistics.gov.scot/id/statistical-geography/S01008879,Balgreen and Roseburn - 05,8.07,7.8
http://statistics.gov.scot/id/statistical-geography/S01008880,Balgreen and Roseburn - 06,38.78,42.49
http://statistics.gov.scot/id/statistical-geography/S01009433,Ballingry Central,30.2,49.32
http://statistics.gov.scot/id/statistical-geography/S01009432,Ballingry East,20.51,29.57
http://statistics.gov.scot/id/statistical-geography/S01009434,Ballingry South,12.66,18.45
http://statistics.gov.scot/id/statistical-geography/S01009435,Ballingry West,16,29.5
http://statistics.gov.scot/id/statistical-geography/S01013228,Balloch - 01,41.89,43.33
http://statistics.gov.scot/id/statistical-geography/S01013229,Balloch - 02,26.93,26.85
http://statistics.gov.scot/id/statistical-geography/S01013230,Balloch - 03,33.59,36.49
http://statistics.gov.scot/id/statistical-geography/S01013231,Balloch - 04,24.89,24.81
http://statistics.gov.scot/id/statistical-geography/S01013232,Balloch - 05,20.73,18.84
http://statistics.gov.scot/id/statistical-geography/S01013233,Balloch - 06,23.88,22
http://statistics.gov.scot/id/statistical-geography/S01013234,Balloch - 07,7.4,7.4
http://statistics.gov.scot/id/statistical-geography/S01013235,Balloch - 08,19.06,19.06
http://statistics.gov.scot/id/statistical-geography/S01013236,Balloch - 09,18.25,18.25
http://statistics.gov.scot/id/statistical-geography/S01011782,Balloch East - 01,4.65,4.36
http://statistics.gov.scot/id/statistical-geography/S01011783,Balloch East - 02,6.7,6.28
http://statistics.gov.scot/id/statistical-geography/S01011784,Balloch East - 03,16.96,18.97
http://statistics.gov.scot/id/statistical-geography/S01011785,Balloch East - 04,15.43,16.38
http://statistics.gov.scot/id/statistical-geography/S01011777,Balloch West - 01,10.98,10.74
http://statistics.gov.scot/id/statistical-geography/S01011778,Balloch West - 02,5.71,5.4
http://statistics.gov.scot/id/statistical-geography/S01011779,Balloch West - 03,3.49,3.75
http://statistics.gov.scot/id/statistical-geography/S01011780,Balloch West - 04,10.47,9.81
http://statistics.gov.scot/id/statistical-geography/S01011781,Balloch West - 05,4.66,4.36
http://statistics.gov.scot/id/statistical-geography/S01011798,Balmalloch - 01,25.24,26.68
http://statistics.gov.scot/id/statistical-geography/S01011799,Balmalloch - 02,23.72,23.74
http://statistics.gov.scot/id/statistical-geography/S01011800,Balmalloch - 03,27.81,32.02
http://statistics.gov.scot/id/statistical-geography/S01011801,Balmalloch - 04,29.53,29.53
http://statistics.gov.scot/id/statistical-geography/S01011802,Balmalloch - 05,19.15,16.46
http://statistics.gov.scot/id/statistical-geography/S01011803,Balmalloch - 06,2.04,2.01
http://statistics.gov.scot/id/statistical-geography/S01006952,Balmedie and Potterton - 01,0.49,0.61
http://statistics.gov.scot/id/statistical-geography/S01006953,Balmedie and Potterton - 02,1.78,3.16
http://statistics.gov.scot/id/statistical-geography/S01006954,Balmedie and Potterton - 03,1.13,1.44
http://statistics.gov.scot/id/statistical-geography/S01006955,Balmedie and Potterton - 04,4.6,3.61
http://statistics.gov.scot/id/statistical-geography/S01006956,Balmedie and Potterton - 05,5.15,3.78
http://statistics.gov.scot/id/statistical-geography/S01006957,Balmedie and Potterton - 06,1.77,2.1
http://statistics.gov.scot/id/statistical-geography/S01009744,Balmullo North,2.57,3.45
http://statistics.gov.scot/id/statistical-geography/S01009745,Balmullo South,7.14,10.13
http://statistics.gov.scot/id/statistical-geography/S01010194,Balornock - 01,41.53,35.76
http://statistics.gov.scot/id/statistical-geography/S01010195,Balornock - 02,15.87,14.05
http://statistics.gov.scot/id/statistical-geography/S01010196,Balornock - 03,31.02,25.76
http://statistics.gov.scot/id/statistical-geography/S01010197,Balornock - 04,33.26,40.05
http://statistics.gov.scot/id/statistical-geography/S01010198,Balornock - 05,31.76,26.31
http://statistics.gov.scot/id/statistical-geography/S01006859,Banchory East - 01,0.75,0.03
http://statistics.gov.scot/id/statistical-geography/S01006860,Banchory East - 02,10.31,10.44
http://statistics.gov.scot/id/statistical-geography/S01006861,Banchory East - 03,1.1,1.72
http://statistics.gov.scot/id/statistical-geography/S01006862,Banchory East - 04,3.88,3.49
http://statistics.gov.scot/id/statistical-geography/S01006863,Banchory East - 05,5.13,3.13
http://statistics.gov.scot/id/statistical-geography/S01006864,Banchory East - 06,0.83,1.14
http://statistics.gov.scot/id/statistical-geography/S01006865,Banchory West - 01,10.73,10.04
http://statistics.gov.scot/id/statistical-geography/S01006866,Banchory West - 02,8.35,7.88
http://statistics.gov.scot/id/statistical-geography/S01006867,Banchory West - 03,4.03,3.1
http://statistics.gov.scot/id/statistical-geography/S01006868,Banchory West - 04,8.11,7.42
http://statistics.gov.scot/id/statistical-geography/S01006848,Banchory-Devenick and Findon - 01,1.19,0.98
http://statistics.gov.scot/id/statistical-geography/S01006849,Banchory-Devenick and Findon - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01006850,Banchory-Devenick and Findon - 03,2.98,2.24
http://statistics.gov.scot/id/statistical-geography/S01006851,Banchory-Devenick and Findon - 04,12.3,13.78
http://statistics.gov.scot/id/statistical-geography/S01006852,Banchory-Devenick and Findon - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01007032,Banff - 01,13.89,15.16
http://statistics.gov.scot/id/statistical-geography/S01007033,Banff - 02,6.79,7.14
http://statistics.gov.scot/id/statistical-geography/S01007034,Banff - 03,9.48,9.82
http://statistics.gov.scot/id/statistical-geography/S01007035,Banff - 04,4.17,6.19
http://statistics.gov.scot/id/statistical-geography/S01007036,Banff - 05,3.49,4.03
http://statistics.gov.scot/id/statistical-geography/S01012870,Bankhead South - 01,15.26,14.91
